issue_id,table_name,column_name,issue_type,issue_count,example,detail,suggested_action,decision,action,reason
11864daa7666,supplier_payments_raw,paid_amount_vnd,,,,,REVIEW_ONLY,,,
9ae5c1b89d23,supplier_payments_raw,payment_method,,,,,REVIEW_ONLY,,,
3964a7220c3f,suppliers_raw,supplier_id,,,,,REVIEW_ONLY,,,
9cf1f29be2f8,suppliers_raw,supplier_name,,,,,REVIEW_ONLY,,,
49ace91ef167,suppliers_raw,country,,,,,REVIEW_ONLY,,,
1cae1ef8ae7f,suppliers_raw,currency,,,,,REVIEW_ONLY,,,
5692b95d579d,suppliers_raw,payment_term,,,,,REVIEW_ONLY,,,
f438ebf626d3,suppliers_raw,incoterm,,,,,REVIEW_ONLY,,,
fa5ab357114e,suppliers_raw,planned_lead_time_days,,,,,REVIEW_ONLY,,,
aeb1184c77ce,suppliers_raw,baseline_otif,,,,,REVIEW_ONLY,,,
2c99a115e194,suppliers_raw,baseline_defect_rate,,,,,REVIEW_ONLY,,,
be8ab74dcf81,suppliers_raw,default_freight_mode,,,,,REVIEW_ONLY,,,
c9aca3bdd650,suppliers_raw,country,TEXT_VARIANT,,,,APPLY_VALUE_MAPPING,,,
c9aca3bdd650,suppliers_raw,country,TEXT_VARIANT,,,,APPLY_VALUE_MAPPING,,,
9cf1f29be2f8,suppliers_raw,supplier_name,,,,,REVIEW_ONLY,,,
e60b2606286e,warehouses,warehouse_id,,,,,REVIEW_ONLY,,,
f541dc250990,warehouses,warehouse_name,,,,,REVIEW_ONLY,,,
0fae169c6772,warehouses,city,,,,,REVIEW_ONLY,,,
b15ac36874a9,warehouses,province,,,,,REVIEW_ONLY,,,
7b23aec2d591,warehouses,warehouse_type,,,,,REVIEW_ONLY,,,
